web-scraper-order,web-scraper-start-url,vehicle-name,vehicle-desc,mileage,price,pagination
"1712863802-146","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Hyundai Ioniq Electric Preferred à hayon","// JAMAIS ACCIDENTÉ! //
// UN SEUL PROPRIÉTAIRE //

Découvrez le Hyundai IONIQ electric 2021 Preferred à hayon, un véhicule électrique moderne et fiable, offert par Saint-Jean Hyundai à St-Jean-Sur-Richelieu. Ce modèle gris au design élégant et à l'intérieur noir n'a jamais ét...","34,000 km","$24,795",""
"1712863802-147","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Volkswagen ID.4 PRO+AWD+THERMOPOMPE+ROUES 20''+TOIT+ ! 2,339 KM !","Gris pure - Pure Gray
Thermopompe - Heat pump
Toit panoramique - Panoramic sunroof
Roues en alliages de 20 pouces- 20 inch mag wheels



Volkswagen Lachute est votre CHOIX #1 de la région des Basses Laurentides et de l'est de l'ontario!Venez faire un tour, nous sommes situés à...","2,339 km","$49,995",""
"1712863802-148","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Kia Niro EV EX FWD","*** Prix exclusif aux résidents du Québec, incluant les subventions gouvernementales de 3500$ tx. incluses***

 

Apple CarPlay, Android Auto, démarreur à distance, système de surveillance des angles morts, avertisseur de dérive de la trajectoire, sièges chauffants, régulateu...","50,100 km","$32,999",""
"1712863802-149","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Ford Mustang Mach-E SELECT 70KWH RWD CUIR PHARES DEL 15.5PO FORD PASS","** PRIX LIQUIDATION **

APPLE CARPLAY ET ANDROID AUTO 
RETROVISEURS CHAUFFANTS 
CLIMATISATION ELECTRIQUE A 2 ZONES 
ECRAN TABLEAU DE BORD NUMERIQUE DE 10.2PO
SIEGE CONDUCTEUR ELECTRIQUE EN 8 DIRECTIONS 
PORT USB 
PORT RECHARGE 10.5KW
ECRAN 15.5 APPLINK
NAVIGATION CONNECT INTEG...","31,397 km","$34,873",""
"1712863802-150","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Chevrolet Bolt EV LT+LED+COCKPIT+MAG+WOW LT+LED+COCKPIT+MAG+WOW / BA","BAS KILOMETRAGE!! PHARE AU LED, VOLANT CHAUFFANT, CAMERA DE RECUL, SIEGES CHAUFFANTS, BLUETOOTH, DEMARRAGE SANS CLÉ, COCKPIT NUMÉRIQUE, A VOIR ABSOLUMENT !!!

L'expérience Lauzon est à votre entière disposition ! Nous vous proposons une inspection rigoureuse en 112 points méc...","48,900 km","$22,890",""
"1712863802-151","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Porsche Panamera 4 E-Hybrid  Premium Package","***CERTIFIÉ  Garantie Prolongée de 2 ans/km illimité***

Voici le tout nouveau Porsche Panamera 4 E-Hybrid 2022 disponible chez Porsche Lauzon à Laval. Arborant un superbe extérieur de couleur noir Intense métallisé et un intérieur en cuir noir/brun Selle, il saura vous charme...","26,636 km","$119,900",""
"1712863802-152","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Audi e-tron Sportback Technik | Black Optics | One Owner","E-Tron Sportsback Quattro Technik in Daytona Gray Pearl on Black interior configured with Orange Brake Calipers, S-Line Black Optics Package, Luxury Package, Adavnced Drivers Assistance Package, 360 surround view camera, Heads up Display, 21 inch wheels, second AC charging por...","40,669 km","$85,770",""
"1712863802-153","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Volkswagen E-Golf CUIR-CAM DE RECUL-CARPLAY/ANDROID AUTO","FINANCEMENT SUR PLACE 1ere; 2e; 3e CHANCE AU CREDIT*AUCUN CAS REFUSÉ*VÉHICULES CERTIFIÉS GM; INSPECTÉS EN 150 POINTS; PRIVILEGE DÉCHANGE; ASSISTANCE ROUTIERE; GARANTIE DU MANUFACTURIER.","47,100 km","$25,995",""
"1712863802-154","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Kia Niro EV EX | SIÈGES ET VOLANT CHAUFFANTS | CAMERA | MAGS |","JAMAIS ACCIDENTÉ, 1 PROPRIETAIRE -VÉHICULE ÉLECTRIQUE -385 KM D'AUTONOMIE -SIÈGES ET VOLANT CHAUFFANTS -BLUETOOTH -ÉCRAN TACTILE -APPLE CARPLAY -RÉGULATEUR DE VITESSE -CLIMATISATION -MAGS -PORTES ET FENÊTRES ÉLECTRIQUES -ET BIEN PLUS! Accédez à notre vaste inventaire de plus d...","35,773 km","$33,175",""
"1712863802-155","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Audi e-tron TECHNIK + LUXURY PKG + ADVANCED DRIVER ASSIST","VUS 2021 AUDI ETRON 55 QUATTRO TECHNIK, TRAILER HITCH, 2ND PORT CHARGING, ADVANCED DRIVER ASSIST, LUXURY PKG. AUCUN FRAIS CACHÉS, PIÈCES D'ORIGINES SEULEMENT, UNE TRANSACTION CLÉ EN MAIN.LA TRANQUILITÉ D'ESPRIT D'ACHETER VOTRE AUDI CHEZ UNCONCESSIONNAIRE AUDI RECONNU DEPUIS 55...","48,859 km","$59,995",""
"1712863802-156","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Lexus RZ  450e AWD Executive MARK LEVINSON AUDIO GARANTIE","Le Lexus RZ Executive 2023 incarne l'élégance et l'innovation dans le monde des véhicules électriques, offrant une expérience de conduite luxueuse et avant-gardiste. En tant que modèle vendu au Canada, le RZ Executive 2023 présente une combinaison unique d'avantages et d'équi...","12,140 km","$66,985",""
"1712863802-157","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Ford Mustang Mach-E SELECT AWD CUIR SIEGES CHAUFFANTS","Régulateur de la température,Climatisation multizone,Climatisation,Système antivol,Chaîne stéréo AM/FM,ABS,Freins à disque aux 4 roues,Régulateur de vitesse,Dégivreur arrière,Verrouillage de sécurité pour enfants,Tapis protecteurs,Accès sans clé,Verrouillage électrique des po...","20,080 km","$39,995",""
"1712863802-158","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 BMW i3 Giga World Semi-Cuir GPS Mags Sièges Chauffants","**** Prix exclusif aux résidents du Québec, incluant les subventions gouvernementales de 3500$ tx. incluses***Apple CarPlay, système d'assistance stationnement / capteurs de mouvement, sièges chauffants, 100% électrique, système de navigation GPS, intérieur semi-cuir, Bluetoot...","52,012 km","$32,999",""
"1712863802-159","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 BMW iX XDrive40 Premium Essential / Premium Essential","Premium Essential Package/Ensemble
Accès Confort / Comfort Access
Pare-brise à isolation thermique / Thermally Insulated Windshield
Toit Panoramique Sky Lounge Panorama Sunroof
Sièges avant multifonctions / Multifunction Front Seats
Chargement sans fil des appareils / Wireles...","13,455 km","$76,977",""
"1712863802-160","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Hyundai Kona Electric Preferred FWD w-Two-Tone Roof","Le Hyundai Kona électrique 2019 est une voiture électrique qui offre une expérience de conduite écoénergétique, associée à des fonctionnalités modernes et une conception pratique. En tant que véhicule vendu au Canada, il présente une série d'avantages pour les conducteurs souc...","49,854 km","$24,995",""
"1712863802-161","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Chrysler Pacifica Hybrid Limited * TOIT OUVR. * CAM 360 * BLUETOOTH * NAV.","-Caméra 360 

- Sièges chauffants

- SIèges ventilés

- Bluetooth

- Toit ouvrant

- Volant chauffant

- Démarreur à distance

- Portes motorisés

- Capteurs de stationnement
Duclos Chrysler Jeep Dodge RAM est une entreprise familiale qui est en affaire dans lindustrie automob...","23,154 km","$49,995",""
"1712863802-162","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2018 Volkswagen E-Golf Comfortline","Ouvert le samedi. Inspection en plus de 60 points. Obtenez le meilleur taux de financement et même une 2e ou 3e chance au crédit. Pour plus d'information sur cette voiture et pour obtenir le rapport historique CarProof gratuitement composez le **********","91,902 km","$21,795",""
"1712863802-163","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Kia Soul EV EV Premium","Nous offrons plusieurs moyens de communication : Appel ou SMS au :********** ?? : 5?? 7?? 9?? 5?? 8?? 9?? 1?? 0?? 1?? 0?? Facebook Messenger :Cliquez ici pour nous écrire Nous sommes aussi disponible sur InstagrametTikTok. -------------------- Découvrez nos véhicules d'occasio...","22,468 km","$25,987",""
"1712863802-164","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Genesis Electrified GV70 PRESTIGE SIEGE MASSAGE CAM360 TOIT PANO KEYLESS VO","Voiture Électrique....

Autonomie 383 km 

Traction intégrale de 320 kW à deux moteurs électriques (160 kW av. + 160 kW arr.)

Batterie au lithium-ion de 77,4 kWh

Système de charge multiple (400V/800V)

Suspension à contrôle électronique avec aperu de route

Jantes en alliag...","3,060 km","$76,895",""
"1712863802-165","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Kia EV6 GT-LINE PACK 2 TAUX 4.99% AWD **JAMAIS ACCIDENTÉ+N","***TOIT OUVRANT, NAVIGATION, AFFICHAGE TÊTE HAUTE, SIÈGES CHAUFFANTS ET REFROIDISSANT, VOLANT CHAUFFANT, CARPLAY, CAMÉRA DE RECUL ET 360, SYSTÈME DE SONG MERIDIAN, CLIMATISATION BI-ZONE, DÉTECTION D'ANGLES MORTS ET MAINTIENT DE VOIE, AIR CLIMATISÉ, BLUETOOTH, MAGS, RÉGULATEUR...","10,729 km","$57,495",""
"1712863802-166","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Porsche Taycan 4S AWD  Performance Battery Plus","*** CERTIFIÉ  Garantie Prolongée de 2 ans/km illimité ***

Porsche Lauzon Laval vous propose ce modèle Porsche Taycan 4S 2021 d'occasion avec 38 500 kilomètres au compteur. Arborant la teinte extérieure Argent Dolomite métallisé, le véhicule se pare d'un intérieur de série Noi...","39,130 km","$114,900",""
"1712863802-167","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mitsubishi Outlander PHEV SEL S-AWC, NAV, Cuir, Toit ouvrant pano. Bluetooth","Jamais accidenté, intérieur cuir, bluetooth, volant chauffant, toit ouvrant panoramique, mémoire de siège, radio satellite SiriusXM, régulateur de vitesse, sièges avants chauffants et électriques, système navigation, caméra de recul et encore plus!

Depuis plus de 50 ans, une ...","21,672 km","$43,988",""
"1712863802-168","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Kia EV6 Gt Line PACK 2 | TAUX À PARTIR DE 4.99% | TOIT","JAMAIS ACCIDENTÉ | UN SEULE PROPRIETAIRE | TRÈS BELLE KIA EV6 PACK 2 2023. Toute équipée avec :

Intérieur en cuir
Toit ouvrant
Jantes en alliage
Bluetooth
Bancs chauffants
Caméra de recul
Régulateur de vitesse et bien bien plus.
 

NEVER ACCIDENTED | ONE OWNER | BEAUTIFUL KIA...","18,788 km","$56,995",""
"1712863802-169","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Chevrolet Bolt EV LT","ÉCONOMISEZ 26 510$! Caméra de recul, Bluetooth, Sièges Chauffants HGrégoire Écono, cest des véhicules à petits prix. Inspecté selon les normes de la SAAQ, le prix écono reflète létat mécanique et esthétique du véhicule. Bénéficiez du prix denchère et achetez en toute confiance...","146,669 km","$18,488",""
"1712863802-170","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Nissan Ariya EVOLVE","CERTIFIÉ ÉCONOMISEZ 10 602$! BAS KILOMÉTRAGE, BALANCE DE GARANTIE, Caméra de recul, Système de navigation, Bluetooth, Sièges Chauffants Restez a la maison - ACHAT 100% EN LIGNE grace a HGregoire Nissan. Vous trouverez le VEHICULE dont vous revez a un PRIX COMPÉTITIF. Nos offre...","10,757 km","$49,996",""
"1712863802-171","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mercedes-Benz EQE EQE500 SUV, Air suspension,Taxe de luxe inclus","Appel ou SMS : ********** ?? 4?? 5?? 0?? 9?? 1?? 5?? 1?? 7?? 7?? 5?? Écrivez-nous sur Facebook Messenger : Cliquez ici pour nous écrire Nous sommes aussi disponible sur Instagram et TikTok. Vidéo de nos véhicules d'occasion en ligne sur notre chaîne Youtube voir la chaîne. Vou...","8,900 km","$105,995",""
"1712863802-172","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Jeep Wrangler 4xe SAHARA * 4XE * SKYTOP * SIEGES ET VOLANT CHAUFFANT","JAMAIS ACCIDENTÉ  *  Ce Wrangler 4XE Unlimited Sahara est équipé du Skytop, d'un intérieur en cuir, du HITCH et de l'ensemble temps froid. Le véhicule est doté des sièges et du volant chauffants, du démarreur à distance, de l'avertisseur d'angles morts et des phares automatiqu...","57,805 km","$43,888",""
"1712863802-173","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Chevrolet Bolt EV LT AUTO A/C GR ELECT MAGS CAM RECUL BLUETOOTH","BAS KILOMÉTRAGE, Caméra de recul, Bluetooth HGrégoire Écono, cest des véhicules à petits prix. Inspecté selon les normes de la SAAQ, le prix écono reflète létat mécanique et esthétique du véhicule. Bénéficiez du prix denchère et achetez en toute confiance en traitant directeme...","58,376 km","$21,498",""
"1712863802-174","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Kia Soul EV Luxury CUIR/ NAVIGATION","Au Centre Certifié Taddeo Auto, nos voitures doccasion offrent un niveau de performance, de qualité, de sécurité et de confort dignes des plus hauts standards. Notre objectif est davoir les meilleurs prix du marché.    Livraison disponible partout au Canada!  // Shipping avail...","54,527 km","$17,399",""
"1712863802-175","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Hyundai Ioniq Electric Preferred EV A/C Mags GPS Sièges chauffants","Apple CarPlay, Android Auto, avertisseur de dérive de la trajectoire, sièges chauffants, régulateur de vitesse et d'espacement adaptatif, 100% électrique, système de navigation GPS, Bluetooth, climatisation.
Avec plus de 2000 véhicules en inventaire, Automobile en Direct, c'es...","77,275 km","$21,499",""
"1712863802-176","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 MINI Cooper SE Electric Base Premier Line | Harman/Kardon, Air Conditionin","PREMIER LINE

Rétroviseur latéral automatique / Power Folding Side Mirror

Ouvreur de porte de garage universel / Universal Garage Door Opener

Toit ouvrant panoramique / Panorama Sunroof   

Rétroviseur extérieur à atténuation automatique /Auto Dimming and Folding Exterior M...","38,645 km","$24,831",""
"1712863802-177","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Kia Soul EV Limited Mags Cuir Toit GPS Sièges chauffants","Apple CarPlay, Android Auto, système de surveillance des angles morts, système d'évitement de collision, avertisseur de dérive de la trajectoire, sièges ventilés, sièges chauffants.
Avec plus de 2000 véhicules en inventaire, Automobile en Direct, c'est un vaste inventaire de v...","87,221 km","$24,499",""
"1712863802-178","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mitsubishi Outlander PHEV SEL S-AWC","Mitsubishi Outlander PHEV SEL 2023, garantie 10 ans, bas kilométrage, très économique! 

Régate Kia Valleyfield situé au 2915 Boul. Mgrs Langlois et Régate Mitsubishi Valleyfield situé au 550 Boul. Mgrs Langlois! Deux concessions pour mieux vous servir. Une équipe dynamique et...","13,480 km","$44,995",""
"1712863802-179","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Hyundai Kona Electric PREFERRED 8 PNEUS SIEGES CHAUFFANTS CAMERA ONLY ON","Apple Carplay / Android Auto.....

Sieges Chauffants....

Volant Chauffant.....

Camera de Recul....

Bluelink....

Antidemarreur....

Antipatinage....

Lecteur MP3....

ABS....

Detecteur d'angle Mort....

Systeme de Suivi de Voie....

Systeme de Prevention des Collisions e...","37,300 km","$28,995",""
"1712863802-180","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Chrysler Pacifica Hybrid LIMITED + CUIR + NAVI + DVD + TOIT + WOW !","*** LIMITED ***

+ 7 PASSAGERS
+ ADVANCED SAFETY TECH
+ COMFORT PACK
+ UCONNECT THEATER PACK
+ DVD BLU-RAY
+ NAVIGATION
+ SIEGES ET VOLLANT CHAUFFANTS
+ SIEGES VENTILLES
+ REGULATEUR DE VITESSE ADAPTATIF
+ ASSISTANT DE VOIE
+ AVERTISSEUR DE COLISSION AVANT
+ CAMERA 360
+ ASSIS...","46,717 km","$42,989",""
"1712863802-181","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2018 Nissan LEAF Charge Rapide RABAIS DE LA SEMAINE","","99,671 km","$15,995",""
"1712863802-182","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 MINI 3 Door Cooper SE, Sièges chauffants à l'avant, Navigation","- Caméra de recul
- Rear view camera
- Heated front seats
 
Le prix de vente indiqué comprend : Les frais, la certification MINI, transport et préparation. Le prix affiché n'inclus pas les taxes applicables. / Selling price includes: All fees, MINI Certification, transport an...","12,681 km","$29,969",""
"1712863802-183","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Hyundai Ioniq Electric Ultimate Hatchback w-White Exterior","Intérieur en cuir, le toit ouvrant, les jantes en alliage, les sièges, le volant et les miroirs chauffant, androidauto/carplay, le bluetooth, les détecteur de collision dans les angles morts, le système de maintient de voies, régulateur de vitesse adaptatif,  la camera de rec...","114,178 km","$16,983",""
"1712863802-184","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Volkswagen Golf COMFORTLINE 100% ELECTRIQUE CAMERA ELECTRIC RANGE","Jamais accidenté 

Autonomie jusqu'a 198KM par charge dans les conditions idéale,

Android Auto / Apple Carplay....

Sieges Chauffants.....

Camera de Recul....

Phares a DEL....

Jantes en Alliage....

Sieges Electriques....

Air Climatise....

Lecteur DC et MP3....

Bluetoo...","85,501 km","$19,995",""
"1712863802-185","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Audi e-tron 55 Progressiv quattro","100% ÉLECTRIQUE AUTONOMIE ANNONCÉ JUSQU'A 364KM // CONVENIENCE PACKAGE // CHARGEMENT SANS FIL // NAVIGATION // APPLE CARPLAY ET ANDROID AUTO SANS FIL // TOIT OUVRANT PANORAMIQUE // CAMERA 360 // SIEGES AVANT VENTILÉS // SIEGES AVANT ET ARRIÈRE CHAUFFANTS // VOLANT CHAUFFANT //...","21,173 km","$67,895",""
"1712863802-186","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Kia Soul EV EV Premium + CAMERA RECUL + CARPLAY/ANDROID ++++++","Ce véhicule est éligible au programme certifié . Le programme certifié vous offre : 1- Une garantie du manufacturier de 3 mois / 5000km avec la possibilité de prolonger cette protection. 2- Un privilège d'échange de 30 jours / 2500km . 3- Une inspection en plus de 150 points....","53,309 km","$27,900",""
"1712863802-187","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Kia EV6 LONG RANGE | 499 KM | TAUX À PARTIR DE 4.99%","JAMAIS ACCIDENTÉ | TRÈS BELLE KIA EV6 LONG RANGE 2023. Toute équipée avec :

Intérieur en cuir
Jantes en alliage
Bluetooth
Bancs chauffants
Caméra de recul
Régulateur de vitesse et bien bien plus.


NEVER ACCIDENTEDBEAUTIFUL KIA EV6 LONG RANGE 2023. Fully equipped with :

Leat...","4,809 km","$52,993",""
"1712863802-188","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2018 Volkswagen E-Golf Comfortline ENSEMBLE SIMILI-CUIR CLIM BI-ZONE","APPLE CARPLAY ET BEAUCOUP PLUS Chez Volkswagen St-Hyacinthe nous possédons un grand choix de véhicules d'occasion, inspectés par notre équipe de technicien d'expérience certifié Volkswagen. Nous sommes ouverts du lundi au jeudi de 9h à 20h et vendredi de 9h à 17h. Difficultés ...","158,672 km","$15,994",""
"1712863802-189","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mercedes-Benz EQS EQS 580","VÉHICULE RIGOUREUSEMENT INSPECTÉ PAR NOS TECHNICIENS CERTIFIÉS !



//Options de garanties prolongées avec couvertures étendues disponibles 
//Rapport Carfax inclus
//Financement offert à taux avantageux et compétitif
//Dossiers de crédit approuver a 99%
//1er, 2ieme et 3ieme ...","12,900 km","$124,895",""
"1712863802-190","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Volvo XC40 Recharge TWIN Ultimate - Dark","Garantie valide jusquau 17 novembre 2027 ou KM illimité incluse et financement à partir de 3.99 %  Warranty until 17 november 2027 or unlimited KM included plus financing rate starting at 3.99 % Inspection 170 points effectuée par nos techniciens certifiés Volvo 170 points ins...","27,000 km","$58,988",""
