web-scraper-order,web-scraper-start-url,vehicle-name,vehicle-desc,mileage,price,pagination
"1712863802-47","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Audi e-tron TECHNIK QUATTRO //BLACK OPTICS//DRIVER ASSISTANCE","MODÈLE TECHNIK // CERAMIC COATING FAIT EN AOÛT // ENSEMBLE D'AIDE À LA CONDUITE // ÉTRIERS DE FREIN ORANGE DYNAMIC // PORT DE CHARGE DU CÔTÉ PASSAGER // JANTES 21POUCES // RÉGULATEUR DE VITESSE ADAPTATIF// AFFICHAGE TÊTE HAUTE // INTÉRIEUR D'AMBIANCE AU LED // // SIÈGES AVANT ...","93,769 km","$42,995",""
"1712863802-48","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Hyundai IONIQ 5 PREFERRED, RWD, LONG RANGE+","PREFERRED, RWD, LONG RANGE, CARPLAY, CAMERA DE RECUL, BANCS ET VOLANT CHAUFFANTS, BLUETOOTH, A/C, GROUPE ÉLECTRIQUE, MAGS, INSPECTÉS EN 120 POINTS ET CERTIFIÉ

HYUNDAI IONIQ 5 2023

INFO PAR TEXTO **********
 
* Tous nos véhicules sont inspectés en 120 points et les réparation...","14,815 km","$44,987",""
"1712863802-49","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Volvo XC40 Recharge Pure Electric Plus P8","ClimateHeated windscreen washer nozzlesHeadlight cleaningHeated rear seatsHeated steering wheelHeat pump20? 5-Double Spoke Black Diamond Cut ---- ClimateHeated windscreen washer nozzlesHeadlight cleaningHeated rear seatsHeated steering wheelHeat pump20? 5-Double Spoke Black Di...","52,543 km","$49,405",""
"1712863802-50","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Audi Q4 e-tron EV Komfort quattro komfort | Moon Roof / quattro k","**Moteurs électrique**Transmission automatique 1 vitesse
**Sièges avant chauffants**Système audio**Toit ouvrant panoramique**Système de navigation**Caméra de recul**Climatisation automatique
**Roues de 19 pouces*Pourquoi acheter chez nous ?*Admissible à la garantie limitée Aud...","5,923 km","$58,995",""
"1712863802-51","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Volvo C40 Recharge Pure Electric ULTIMATE","**Prix du véhicule avant rabais et taxes applicables : 69,372.91$**.

Le prix annoncé comprend la remise fédérale du programme iVZE (5 000,00 $) ainsi que la remise provinciale (québécoise) du programme Roulez Vert (3 500,00 $). Les remises fédérales et provinciales peuvent v...","5,504 km","$61,980",""
"1712863802-52","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Chevrolet Bolt EUV Premier *Cuir * Camera 360 * Apple CarPlay * Andro","2022 Chevrolet Bolt EUV * Premier * Cuir * Camera 360 *Système de son Bose * Sièges chauffants et ventilés * Apple Carplay * Android Auto * Et beaucoup plus !

2022 Chevrolet Bolt EUV * Premier * Leather * 360 camera * Panoramic sunroof * Bose sound system * Heated seats and ...","19,655 km","$33,290",""
"1712863802-53","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Ford F-150 Lightning LARIAT 511A TOIT PANO TECHNO REMORQUAGE MAX 5,5 p","4X4 LARIAT 511A BATTERIE LONGUE DURÉE ENSEMBLE REMORQUAGE MAX CÂBLE RECHARGE PORTATIF 120/240V++++

POURQUOI ACHETER CHEZ LEVEILLE FORD ?

# 1 des ventes de voitures certifiées dans les LAURENTIDES et de la RIVE-NORD.

A seulement 25 minutes de Montréal, Sortie 39 de l'autorou...","15,526 km","$82,955",""
"1712863802-54","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Audi e-tron TECHNIK + LUXURY PKG + ADVANCED DRIVER ASSIST","VUS 2021 AUDI ETRON 55 QUATTRO TECHNIK, TRAILER HITCH, 2ND PORT CHARGING, ADVANCED DRIVER ASSIST, LUXURY PKG. AUCUN FRAIS CACHÉS, PIÈCES D'ORIGINES SEULEMENT, UNE TRANSACTION CLÉ EN MAIN.LA TRANQUILITÉ D'ESPRIT D'ACHETER VOTRE AUDI CHEZ UNCONCESSIONNAIRE AUDI RECONNU DEPUIS 55...","48,859 km","$59,995",""
"1712863802-55","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 BMW i4 EDrive40 | M Sport, M sport / M sport","M Sport Package/Ensemble
Volant M en Cuire / M Leather Steering Wheel
Ensemble aérodynamique M / M Aerodynamics Package
Suspension Sport M / M Sport Suspension OU/OR Suspension M Adaptative / Adaptive M Suspension
Freins Standard OU M Sport / Standard Brakes OR M Sport
ÉQUIPE...","16,700 km","$58,994",""
"1712863802-56","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Ford Mustang Mach-E PREMIUM AWD LONGUE DURÉE PONY NOIR 19PO TOIT PANO","** 1 SEUL PROPRIÉTAIRE / AUCUN ACCIDENT RAPPORTÉ AU CARFAX **

91 KWH LONGUE DURÉE : 467 KM AUTONOMIE 

ENSEMBLE NITE PONY MUSTANG : 
- JANTES 19PO NOIR LUSTRÉ 
- EMBLEME NOIR 

GRIS CARBONISÉ MÉTALLISÉ 

CO-PILOT360 ACTIF2.0
FORDPASS CONNECT 
ACCÈS INTELLIGENT BOUTON POUSSOIR...","21,891 km","$49,995",""
"1712863802-57","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Volvo XC40 Recharge Pure Electric P8 Ultimate eAWD Cuir Toit Pano GPS Caméra","**** Prix exclusif aux résidents du Québec, incluant les subventions gouvernementales de 3500$ tx. incluses***Apple CarPlay, Android Auto, système d'assistance stationnement / capteurs de mouvement, système de surveillance des angles morts, avertisseur de dérive de la trajecto...","66,932 km","$46,999",""
"1712863802-58","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 MINI Cooper AUTO AC GR ELEC MAGS TOIT CAM RECULE BLUETOOTH","ÉCONOMISEZ 16 992$! Caméra de recul, Système de navigation, Bluetooth, Sièges Chauffants ACHAT 100% EN LIGNE disponible. QUALITÉ CERTIFIÉE : Inspection en plus de 150 points et satisfaction garantie 7 jours ou argent remis. MEILLEUR TAUX : Obtenez le meilleur taux de financeme...","66,034 km","$22,998",""
"1712863802-59","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Audi e-tron Progressiv Convenience Pkg Driver Assist Pkg+Adapt","Ens Assistance a la conduite+Cruise Adaptatif.Audi St-Laurent, nos experts seront à votre écoute et vous guideront vers le véhicule qui correspond à vos besoins.Ouvert le samedi, ouvert 7 Jours 24h / 24 en ligne  ADMISSIBLE AU PROGRAMME AUDI CERTIFIED PLUS (CP0) GARANTIE JUSQU...","85,820 km","$39,995",""
"1712863802-60","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Volkswagen E-Golf Comfortline full eletric apple carplay / electriqu","BAS KILOMÉTRAGE!! completement electrique bluetooth caméra de recul sieges chauffants apple carplay et android auto Vos avantages Park Avenue Volkswagen : 1) Le juste prix en tout temps 2) Reconditionnement de votre véhicule pour correspondre aux normes les plus strictes. Des ...","20,200 km","$25,195",""
"1712863802-61","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Volkswagen ID.4 Pro AWD bas kilometrage","Entretien mécanique complet du véhicule effectué chez Honda Saint-Jean. 

L'ID.4 Pro est la prochaine génération de véhicules électriques de Volkswagen, conue pour offrir une expérience de conduite innovante, respectueuse de l'environnement et incroyablement confortable.

Ce S...","8,226 km","$39,999",""
"1712863802-62","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Ford Mustang Mach-E GT Performance Edition AWD","Jamais accidenté, entretien complet du véhicule effectué chez Honda Saint-Jean.

la Ford Mustang Mach-E GT Performance Edition offre plusieurs points forts en termes de performance et de caractéristiques. Voici quelques-uns des aspects notables :

Accélération rapide : La Mach...","42,609 km","$49,999",""
"1712863802-63","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 BMW 3 Series 330e xDrive hybride rechargeable","ZMB - Forfait Premium Essentials-23$0.00$0.00
ZMP - M Sport Package-(3S)23-11$0.00$0.00
ZPZ - M Sport Pro Package-(3S)23-1$0.00$0.00
C31 - Portimao Blue Metallic$0.00$0.00
KHSW - Black Perforated Sensatec","17,000 km","$55,950",""
"1712863802-64","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Mercedes-Benz EQS 450","Ensemble haut de gamme:
+Sièges avant multicontours avec massage
+Climatisation automatique THERMOTRONIC
+Assistant intérieur MBUX
+Chauffage des sièges PLUS
+LUMIÈRES DE PROJECTION ANIMÉES
+Ensemble équilibre aérien
+Code de niveau d'équipement global
+Ensemble Nuit
+Chauffa...","24,668 km","$109,998",""
"1712863802-65","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 Hyundai Kona Preferred TA avec toit bicolore","// UN SEUL PROPRIÉTAIRE //

Découvrez le VUS Hyundai Kona 2021 version Preferred TA avec toit bicolore, un véhicule électrique qui allie style et performance durable. Ce Kona n'a eu qu'un seul propriétaire et présente une autonomie impressionnante de 415 km, parfait pour vos t...","90,717 km","$25,795",""
"1712863802-66","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Hyundai IONIQ 5 PREFERED  UN SEUL PROPRIETAIRE","UN SEUL PROPRIETAIRE - CAMERA DE RECUL - BLUETOOTH - DEMAREUR A DISTANCE - SIEGES ET VOLANT CHAUFFANT","40,629 km","$38,595",""
"1712863802-67","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Kia EV6  AWD Long Range CUIR NAV BAS KILO","* Concessionnaire Hyundai de premier rang dans la région de Montréal 
* Fondé en 1997 et en croissance continue depuis 
* Service à la clientèle de qualité, offrant réparation et entretien 
* Inventaire complet de véhicules neufs et usagés 
* Valeur des véhicules d'échange a...","15,100 km","$49,795",""
"1712863802-68","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Hyundai IONIQ 5 Preferred Long Rang RWD","Nous offrons plusieurs moyens de communication : Appel ou SMS au : ********** ?? : 5?? 7?? 9?? 5?? 8?? 9?? 1?? 0?? 1?? 0?? Facebook Messenger : Cliquez ici pour nous écrire Nous sommes aussi disponible sur Instagram et TikTok. Vidéo en ligne sur notre chaîne Youtube voir la ch...","37,763 km","$40,984",""
"1712863802-69","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Hyundai Kona Electric Ultimate, CUIR,TOIT,NAV+++","// JAMAIS ACCIDENTÉ! //
// UN SEUL PROPRIÉTAIRE //

Découvrez le Hyundai Kona 2020 version Ultimate, CUIR,TOIT,NAV+++, un VUS électrique qui allie style, confort et technologie de pointe. Avec une autonomie électrique impressionnante, ce véhicule bleu extérieur, noir intérieur...","69,496 km","$25,990",""
"1712863802-70","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Hyundai IONIQ 5 Preferred AWD LONG RANGE JAMAIS ACCIDENTÉ, BAS KM","IONIQ 5 AWD LONG RANGE 488KM D'AUTONOMIE - Climatisation automatique bi-zone - Sièges avant chauffants - Volant gainé de cuir chauffant - Écran tactile de 12,3 pouces avec système d'info-divertissement Apple CarPlay, Android Auto - Système de navigation GPS - Aide au maintien ...","27,960 km","$44,788",""
"1712863802-71","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Volkswagen ID.4 PRO+STATEMENT+TOIT NOIR+ PRO+STATEMENT+TOIT NOIR+","STATEMENT!! AWD!! COMME NEUF!! SIEGE EN CUIR, NAVIGATION, PHARE AU LED, CAMERA DE RECUL, SIEGES CHAUFFANTS, 413 KM D'AUTONOMIE, GARANTIE COMPLETE DE 80 000 KM !!! A VOIR!!!

L'expérience Lauzon est à votre entière disposition ! Nous vous proposons une inspection rigoureuse en...","4,213 km","$46,880",""
"1712863802-72","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Chevrolet Volt LT CHARGE RAPIDE *SIÈGES / VOLANT CHAUFF* BOSE","À voir! / Come see it! TRÈS BIEN ÉQUIPÉ / VERY WELL EQUIPPED. Version LT avec Moteur électrique Voltec (111 kW) + Prolongateur d'autonomie 1.5L (75 kW), Batterie Lithium-ion 18.4 kWh, Sièges chauffants, Volant chauffant, Audio Bose, Wi-Fi et beaucoup plus! / Version LT with V...","85,918 km","$22,995",""
"1712863802-73","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 BMW i3 S+181HP+250 KM AUTONOMIE+ S+181HP+250 KM AUTONOMIE","BAS KILOMETRAGE, VERSION S , NAVIGATION, PHARE AU LED, 100% ELECTRIQUE, JANTE SPORT, CAMERA DE RECUL, SIEGES CHAUFFANTS, CONDUITE SPORTIVE A NE PAS MANQUER!!!

L'expérience Lauzon est à votre entière disposition ! Nous vous proposons une inspection rigoureuse en 112 points mé...","41,000 km","$32,770",""
"1712863802-74","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Hyundai Kona Electric Preferred, Caméra de recul, 414 KM autonomie","JAMAIS ACCIDENTÉ, UN SEUL PROPRIÉTAIRE, BLUETOOTH, CARPLAY, CAPTEURS D'AIDE DE STATIONNEMENT, CRUISE CONTROL, VOLANT EN CUIR, DÉMARRAGE À DISTANCE ET PLUS : 

-Aileron arrière
-Essuie-glaces intermittents
-Phares automatiques
-Rétroviseurs avec clignotants
-Rétroviseurs chauff...","58,163 km","$35,495",""
"1712863802-75","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Audi e-tron Technik 55 Quattro Luxury PKG + 21PO","Motorisation électrique performante - Transmission automatique - Système de traction intégrale quattro- Caméras à 360 degrés- Toit panoramique en verre - Intérieur en cuir haut de gamme - Système de navigation MMI - Système audio Bang & Olufsen - Connectivité Bluetooth avancée...","38,016 km","$48,488",""
"1712863802-76","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 BMW iX XDrive40,SPORT PACKAGE,PREMIUM ESSENTIAL PACKAGE S","Le BMW iX xDrive40 2023 est un SUV électrique sophistiqué et élégant qui allie performances exceptionnelles et design moderne. La couleur extérieure, Dark Graphite Metallic (A90), ajoute une touche de raffinement avec sa teinte sombre et métallique.

À l'intérieur, le véhicul...","20,946 km","$74,900",""
"1712863802-77","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Kia Niro EV EX Cuir Carplay Cam Démarreur *Rabais Gouv $3500*","2022 KIA Niro EV EX Automatique Cuir Nav Carplay Caméra de Recul Démarreur à Distance Bluetooth Mags chez Auto Primo Laval

*Rabais gouvernemental de $3500 pour programme roulez vert si le vehicule est plaquer au Quebec*
*Prix annoncer inclue le rabais*

44946kms
Michelin Prim...","44,946 km","$32,995",""
"1712863802-78","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2020 Volkswagen E-Golf COMFORTLINE NEVER ACCIDENTED,LOW KILOMETER,NAVIGAT","E-GOLF COMFORTLINE 2020. ENTRÉE SANS CLÉ, DÉMARRAGE PAR PRESSION, SIÈGES CHAUFFANTS, RÉTROVISEUR CHAUFFANT, SIÈGES EN SIMILICUIR, RÉGULATEUR DE VITESSE ADAPTATIF, ASSISTANCE FRONTALE, ASSISTANCE DE VOIE, MONITEUR D'ANGLE MORT, PILOTE DE PARC, FREINAGE DE MANUVRE, ALERTE DE TRA...","33,800 km","$23,995",""
"1712863802-79","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2021 MINI 3 Portes Cooper SE, Premier Line, Promo 5,99%!","2021 MINI 3 Portes Cooper SE, Premier Line, Toit Pano!   Premier Line - Power Fold Side Mirrors- Télécommande universelle- Toit ouvrant panoramique- Rétroviseur extérieur anti-éblouissant- Rétroviseur intérieur anti-éblouissant- Aide au stationnement (arrière)- Sonorisation h...","20,770 km","$25,949",""
"1712863802-80","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2024 BMW i4 EDrive35, PREMIUM ESSENTIAL PACKAGE PREMIUM ESSENT","Le 2024 i4 eDrive35 Gran Coupe est une voiture électrique de luxe qui incarne l'avenir de la conduite. Avec son design élégant et ses performances impressionnantes, cette berline combine technologie de pointe et confort de conduite.

Sa couleur extérieure, Noir Saphir Métalli...","22,099 km","$57,900",""
"1712863802-81","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2022 Volvo C40 Recharge Pure Electric ULTIMATE HARMAN","FINANCEMENT À PARTIR DE 3,99%

Caméra 360


Volant chauffant


Entrée sans clé


Système audio Harman Kardon


Sièges avant et arrière chauffants


Régulateur de vitesse adaptatif


Aide au stationnement


Moniteurs d'angle mort


Aide au maintien dans la voie


Apple Carplay...","27,313 km","$54,980",""
"1712863802-82","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Audi e-tron Progressiv  Wireless Charge+2nd Charging port+21 i","Chargement sans Fil+2 Ports deCharge+Mags 21.Audi St-Laurent, nos experts seront à votre écoute et vous guideront vers le véhicule qui correspond à vos besoins.Ouvert le samedi, ouvert 7 Jours 24h / 24 en ligne  ADMISSIBLE AU PROGRAMME AUDI CERTIFIED PLUS (CP0) GARANTIE JUSQU'...","43,560 km","$43,995",""
"1712863802-83","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2023 Volvo C40 Recharge Pure Electric Twin eAWD Plus TOIT PANORAMIQUE CUIR NAVIGATION","","20,580 km","$56,895",""
"1712863802-84","https://www.autotrader.ca/cars/qc/montr%c3%a9al/?rcp=100&rcs=0&srt=35&prx=100&prv=Quebec&loc=H2R%202S5&fuel=Electric&hprc=True&wcp=True&sts=Used&inMarket=advancedSearch","2019 Kia Soul EV Luxury CUIR/ NAVIGATION","Au Centre Certifié Taddeo Auto, nos voitures doccasion offrent un niveau de performance, de qualité, de sécurité et de confort dignes des plus hauts standards. Notre objectif est davoir les meilleurs prix du marché.    Livraison disponible partout au Canada!  // Shipping avail...","54,527 km","$17,399",""
